Index,Description,IconIndex,OptionCount,Option0_code,Option0_Value,Option1_code,Option1_Value,Option2_code,Option2_Value,SendToOthers
6407,캔디의 효과로 물리와 마법 공격력 5% 증가,145,2,DAMAGE_PHYSICAL_MUL,5,DAMAGE_MAGICAL_MUL,5,NONE,0,1
6408,캔디의 효과로 물리 방어력 5% 증가,144,1,DEFENSE_MUL,5,NONE,0,NONE,0,1
6409,흰색 송편의 효과로 물리와 마법 공격력 10% 증가,145,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,10,NONE,0,1
6410,쑥색 송편의 효과로 물리 방어력 10% 증가,144,1,DEFENSE_MUL,10,NONE,0,NONE,0,1
6411,블루 하트(소)의 효과로 물리 방어력 5% 증가,144,1,DEFENSE_MUL,5,NONE,0,NONE,0,1
6412,블루 하트(대)의 효과로 물리 방어력 10% 증가,144,1,DEFENSE_MUL,10,NONE,0,NONE,0,1
6413,레드 하트(소)의 효과로 물리와 마법 공격력 5% 증가,145,2,DAMAGE_PHYSICAL_MUL,5,DAMAGE_MAGICAL_MUL,5,NONE,0,1
6414,레드 하트(대)의 효과로 물리와 마법 공격력 10% 증가,145,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,10,NONE,0,1
6415,사랑의 장미의 효과로 마법 저항력 4% 증가,159,1,RESIST_ALL_ADD,4,NONE,0,NONE,0,1
6416,사랑의 꽃다발의 효과로 마법 저항력 8% 증가,159,1,RESIST_ALL_ADD,8,NONE,0,NONE,0,1
6417,물리 공격력 증가\마법 공격력 증가,145,2,DAMAGE_MINPHYSICAL_ADD,15,DAMAGE_MINMAGICAL_ADD,15,NONE,0,1
6418,물리 방어력 증가,144,1,DEFENSE_MIN_ADD,15,NONE,0,NONE,0,1
6419,물리 공격력 증가\마법 공격력 증가,145,2,DAMAGE_MINPHYSICAL_ADD,25,DAMAGE_MINMAGICAL_ADD,25,NONE,0,1
6420,물리 방어력 증가,144,1,DEFENSE_MIN_ADD,25,NONE,0,NONE,0,1
6421,물리 공격력 증가\마법 공격력 증가,145,2,DAMAGE_MINPHYSICAL_ADD,50,DAMAGE_MINMAGICAL_ADD,50,NONE,0,1
6422,물리 방어력 증가,144,1,DEFENSE_MIN_ADD,35,NONE,0,NONE,0,1
6423,최대 HP 증가\최대 MP 증가,5,2,HP_MAX_MUL,10,MP_MAX_MUL,10,NONE,0,1
6424,물리 공격력 증가\마법 공격력 증가,5,2,DAMAGE_PHYSICAL_MUL,10,DAMAGE_MAGICAL_MUL,10,NONE,0,1
6425,마법 속성 저항력 증가\물리 속성 저항력 증가,5,2,RESIST_ALL_ADD,10,RESIST_MELEE_ADD,10,NONE,0,1
6426,최대 쉴드 증가\쉴드 회복력 증가\크리티컬 확률 증가,5,3,SHIELD_MAX_MUL,10,RATING_CRITICAL_ADD,10,NONE,0,1
6501,레이커 스테이크의 효과\물리 공격력 증가,224,1,DAMAGE_PHYSICAL_MUL,5,NONE,0,NONE,0,1
6502,가물치 스튜의 효과\마법 공격력 증가,225,1,DAMAGE_MAGICAL_MUL,5,NONE,0,NONE,0,1
6503,카민 훈제구이의 효과\물리 방어력 증가,226,1,DEFENSE_MUL,5,NONE,0,NONE,0,1
6504,아발론 청정수의 효과\모든 마법 속성 저항력 증가,227,1,RESIST_ALL_ADD,5,NONE,0,NONE,0,1
6505,농어찜의 효과\몬스터 4마리 고정 인식\주의 : 맵 이동시 아이템 효과 소멸,5,0,NONE,0,NONE,0,NONE,0,1
6506,파라이 케잌의 효과\최대 HP 증가,5,1,HP_MAX_MUL,7,NONE,0,NONE,0,1
6507,드라코 럼주의 효과\이동 속도 증가\최대 HP 감소,5,2,SPEED_MOVE_MUL,100,HP_MAX_MUL,-90,NONE,0,1
6508,아가마 꼬치구이의 효과\물리 공격력 증가\마법 저항력 감소,5,2,DAMAGE_PHYSICAL_MUL,7,RESIST_ALL_ADD,-5,NONE,0,1
6509,데네브 와인의 효과\마법 공격력 증가\물리 방어력 감소,5,2,DAMAGE_MAGICAL_MUL,7,DEFENSE_MUL,-5,NONE,0,1
6510,로아산 치즈의 효과\크리티컬 확률 증가,5,1,RATING_CRITICAL_ADD,3,NONE,0,NONE,0,1
6511,농어찜의 효과\몬스터 2마리 고정 인식\주의 : 맵 이동시 아이템 효과 소멸,5,0,NONE,0,NONE,0,NONE,0,1
6512,파라이 케잌의 효과\최대 HP 증가\물리 공격력 감소\마법 공격력 감소,5,3,HP_MAX_MUL,7,DAMAGE_PHYSICAL_MUL,-5,DAMAGE_MAGICAL_MUL,-5,1
6513,드라코 럼주의 효과\이동 속도 증가\최대 HP 감소,5,2,SPEED_MOVE_MUL,75,HP_MAX_MUL,-90,NONE,0,1
6514,아가마 꼬치구이의 효과\물리 공격력 증가\마법 저항력 감소,5,2,DAMAGE_PHYSICAL_MUL,5,RESIST_ALL_ADD,-7,NONE,0,1
6515,데네브 와인의 효과\마법 공격력 증가\물리 방어력 감소,5,2,DAMAGE_MAGICAL_MUL,5,DEFENSE_MUL,-7,NONE,0,1
6516,로아산 치즈의 효과\크리티컬 확률 증가\크리티컬 공격력 감소,5,2,RATING_CRITICAL_ADD,3,DAMAGERATE_CRITICAL_ADD,-7,NONE,0,1
6517,농어찜의 효과\몬스터 6마리 고정 인식\주의 : 맵 이동시 아이템 효과 소멸,5,0,NONE,0,NONE,0,NONE,0,1
6518,파라이 케잌의 효과\최대 HP 증가\HP 회복량 증가,5,2,HP_MAX_MUL,7,HP_RECOVERY_ADD,5000,NONE,0,1
6519,드라코 럼주의 효과\이동 속도 증가\최대 HP 감소,5,2,SPEED_MOVE_MUL,100,HP_MAX_MUL,-75,NONE,0,1
6520,아가마 꼬치구이의 효과\물리 공격력 증가\마법 저항력 감소,5,2,DAMAGE_PHYSICAL_MUL,7,RESIST_ALL_ADD,-3,NONE,0,1
6521,데네브 와인의 효과\마법 공격력 증가\물리 방어력 감소,5,2,DAMAGE_MAGICAL_MUL,7,DEFENSE_MUL,-3,NONE,0,1
6522,로아산 치즈의 효과\크리티컬 확률 증가,5,1,RATING_CRITICAL_ADD,5,NONE,0,NONE,0,1
7000,물리 방어력 증가,144,1,DEFENSE_MUL,5,NONE,0,NONE,0,1
7001,물리 공격력 증가\마법 공격력 증가,145,2,DAMAGE_PHYSICAL_MUL,5,DAMAGE_MAGICAL_MUL,5,NONE,0,1
8000,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8001,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8002,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8003,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8004,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8005,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8006,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8007,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8008,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8009,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8010,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8011,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8012,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8013,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8014,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8015,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8016,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8017,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8018,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8019,스턴 효과,150,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8020,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8021,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8022,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8023,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8024,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8025,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8026,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8027,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8028,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8029,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8030,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8031,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8032,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8033,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8034,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8035,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8036,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8037,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8038,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8039,공격속도 감소,151,1,SPEED_ATTACK_MUL,-50,NONE,0,NONE,0,1
8040,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8041,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8042,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8043,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8044,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8045,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8046,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8047,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8048,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8049,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8050,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8051,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8052,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8053,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8054,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8055,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8056,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8057,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8058,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8059,이동속도 감소,152,1,SPEED_MOVE_MUL,-50,NONE,0,NONE,0,1
8060,방어력 감소,153,1,DEFENSE_MUL,-10,NONE,0,NONE,0,1
8061,방어력 감소,153,1,DEFENSE_MUL,-12,NONE,0,NONE,0,1
8062,방어력 감소,153,1,DEFENSE_MUL,-14,NONE,0,NONE,0,1
8063,방어력 감소,153,1,DEFENSE_MUL,-16,NONE,0,NONE,0,1
8064,방어력 감소,153,1,DEFENSE_MUL,-18,NONE,0,NONE,0,1
8065,방어력 감소,153,1,DEFENSE_MUL,-20,NONE,0,NONE,0,1
8066,방어력 감소,153,1,DEFENSE_MUL,-22,NONE,0,NONE,0,1
8067,방어력 감소,153,1,DEFENSE_MUL,-24,NONE,0,NONE,0,1
8068,방어력 감소,153,1,DEFENSE_MUL,-26,NONE,0,NONE,0,1
8069,방어력 감소,153,1,DEFENSE_MUL,-28,NONE,0,NONE,0,1
8070,방어력 감소,153,1,DEFENSE_MUL,-30,NONE,0,NONE,0,1
8071,방어력 감소,153,1,DEFENSE_MUL,-32,NONE,0,NONE,0,1
8072,방어력 감소,153,1,DEFENSE_MUL,-34,NONE,0,NONE,0,1
8073,방어력 감소,153,1,DEFENSE_MUL,-36,NONE,0,NONE,0,1
8074,방어력 감소,153,1,DEFENSE_MUL,-38,NONE,0,NONE,0,1
8075,방어력 감소,153,1,DEFENSE_MUL,-40,NONE,0,NONE,0,1
8076,방어력 감소,153,1,DEFENSE_MUL,-42,NONE,0,NONE,0,1
8077,방어력 감소,153,1,DEFENSE_MUL,-44,NONE,0,NONE,0,1
8078,방어력 감소,153,1,DEFENSE_MUL,-46,NONE,0,NONE,0,1
8079,방어력 감소,153,1,DEFENSE_MUL,-48,NONE,0,NONE,0,1
8080,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,20,NONE,0,1
8081,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,24,NONE,0,1
8082,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,28,NONE,0,1
8083,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,32,NONE,0,1
8084,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,36,NONE,0,1
8085,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,40,NONE,0,1
8086,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,44,NONE,0,1
8087,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,48,NONE,0,1
8088,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,52,NONE,0,1
8089,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,56,NONE,0,1
8090,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,60,NONE,0,1
8091,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,64,NONE,0,1
8092,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,68,NONE,0,1
8093,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,72,NONE,0,1
8094,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,76,NONE,0,1
8095,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,80,NONE,0,1
8096,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,84,NONE,0,1
8097,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,88,NONE,0,1
8098,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,92,NONE,0,1
8099,공격속도 증가\이동속도 증가,154,2,SPEED_ATTACK_MUL,15,SPEED_MOVE_MUL,96,NONE,0,1
8101,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,35,DAMAGE_MAXPHYSICAL_ADD,35,DAMAGE_PHYSICAL_MUL,2,1
8102,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,45,DAMAGE_MAXPHYSICAL_ADD,45,DAMAGE_PHYSICAL_MUL,2,1
8103,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,55,DAMAGE_MAXPHYSICAL_ADD,55,DAMAGE_PHYSICAL_MUL,3,1
8104,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,65,DAMAGE_MAXPHYSICAL_ADD,65,DAMAGE_PHYSICAL_MUL,4,1
8105,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,5,1
8106,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,6,1
8107,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,7,1
8108,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,8,1
8109,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,9,1
8110,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,10,1
8111,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,11,1
8112,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,12,1
8113,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,13,1
8114,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,14,1
8115,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,15,1
8116,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,16,1
8117,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,17,1
8118,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,18,1
8119,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,19,1
8120,공격력 증가,155,3,DAMAGE_MINPHYSICAL_ADD,75,DAMAGE_MAXPHYSICAL_ADD,75,DAMAGE_PHYSICAL_MUL,20,1
8121,광전사 효과,156,3,SPEED_ATTACK_MUL,15,DAMAGE_PHYSICAL_MUL,1,RATING_CRITICAL_ADD,8,1
8122,광전사 효과,156,3,SPEED_ATTACK_MUL,16,DAMAGE_PHYSICAL_MUL,2,RATING_CRITICAL_ADD,9,1
8123,광전사 효과,156,3,SPEED_ATTACK_MUL,17,DAMAGE_PHYSICAL_MUL,3,RATING_CRITICAL_ADD,11,1
8124,광전사 효과,156,3,SPEED_ATTACK_MUL,18,DAMAGE_PHYSICAL_MUL,4,RATING_CRITICAL_ADD,14,1
8125,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,5,RATING_CRITICAL_ADD,18,1
8126,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,6,RATING_CRITICAL_ADD,18,1
8127,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,7,RATING_CRITICAL_ADD,18,1
8128,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,8,RATING_CRITICAL_ADD,18,1
8129,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,9,RATING_CRITICAL_ADD,18,1
8130,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,10,RATING_CRITICAL_ADD,18,1
8131,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,11,RATING_CRITICAL_ADD,18,1
8132,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,12,RATING_CRITICAL_ADD,18,1
8133,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,13,RATING_CRITICAL_ADD,18,1
8134,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,14,RATING_CRITICAL_ADD,18,1
8135,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,15,RATING_CRITICAL_ADD,18,1
8136,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,16,RATING_CRITICAL_ADD,18,1
8137,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,17,RATING_CRITICAL_ADD,18,1
8138,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,18,RATING_CRITICAL_ADD,18,1
8139,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,19,RATING_CRITICAL_ADD,18,1
8140,광전사 효과,156,3,SPEED_ATTACK_MUL,20,DAMAGE_PHYSICAL_MUL,20,RATING_CRITICAL_ADD,18,1
8141,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8142,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8143,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8144,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8145,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8146,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8147,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8148,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8149,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8150,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8151,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8152,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8153,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8154,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8155,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8156,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8157,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8158,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8159,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8160,스턴 효과,157,2,SPEED_MOVE_MUL,-100,SPEED_ATTACK_MUL,-100,NONE,0,1
8161,방어력 증가,158,3,DEFENSE_MIN_ADD,35,DEFENSE_MAX_ADD,35,DEFENSE_MUL,1,1
8162,방어력 증가,158,3,DEFENSE_MIN_ADD,45,DEFENSE_MAX_ADD,45,DEFENSE_MUL,1,1
8163,방어력 증가,158,3,DEFENSE_MIN_ADD,55,DEFENSE_MAX_ADD,55,DEFENSE_MUL,2,1
8164,방어력 증가,158,3,DEFENSE_MIN_ADD,65,DEFENSE_MAX_ADD,65,DEFENSE_MUL,2,1
8165,방어력 증가,158,3,DEFENSE_MIN_ADD,75,DEFENSE_MAX_ADD,75,DEFENSE_MUL,3,1
8166,방어력 증가,158,3,DEFENSE_MIN_ADD,85,DEFENSE_MAX_ADD,85,DEFENSE_MUL,3,1
8167,방어력 증가,158,3,DEFENSE_MIN_ADD,95,DEFENSE_MAX_ADD,95,DEFENSE_MUL,3,1
8168,방어력 증가,158,3,DEFENSE_MIN_ADD,105,DEFENSE_MAX_ADD,105,DEFENSE_MUL,3,1
8169,방어력 증가,158,3,DEFENSE_MIN_ADD,115,DEFENSE_MAX_ADD,115,DEFENSE_MUL,3,1
8170,방어력 증가,158,3,DEFENSE_MIN_ADD,125,DEFENSE_MAX_ADD,125,DEFENSE_MUL,3,1
8171,방어력 증가,158,3,DEFENSE_MIN_ADD,135,DEFENSE_MAX_ADD,135,DEFENSE_MUL,3,1
8172,방어력 증가,158,3,DEFENSE_MIN_ADD,145,DEFENSE_MAX_ADD,145,DEFENSE_MUL,3,1
8173,방어력 증가,158,3,DEFENSE_MIN_ADD,155,DEFENSE_MAX_ADD,155,DEFENSE_MUL,3,1
8174,방어력 증가,158,3,DEFENSE_MIN_ADD,165,DEFENSE_MAX_ADD,165,DEFENSE_MUL,3,1
8175,방어력 증가,158,3,DEFENSE_MIN_ADD,175,DEFENSE_MAX_ADD,175,DEFENSE_MUL,3,1
8176,방어력 증가,158,3,DEFENSE_MIN_ADD,185,DEFENSE_MAX_ADD,185,DEFENSE_MUL,3,1
8177,방어력 증가,158,3,DEFENSE_MIN_ADD,195,DEFENSE_MAX_ADD,195,DEFENSE_MUL,3,1
8178,방어력 증가,158,3,DEFENSE_MIN_ADD,205,DEFENSE_MAX_ADD,205,DEFENSE_MUL,3,1
8179,방어력 증가,158,3,DEFENSE_MIN_ADD,215,DEFENSE_MAX_ADD,215,DEFENSE_MUL,3,1
8180,방어력 증가,158,3,DEFENSE_MIN_ADD,225,DEFENSE_MAX_ADD,225,DEFENSE_MUL,3,1
8181,모든 마법 저항력 증가,159,1,RESIST_ALL_ADD,4,NONE,0,NONE,0,1
8182,모든 마법 저항력 증가,159,1,RESIST_ALL_ADD,5,NONE,0,NONE,0,1
8183,모든 마법 저항력 증가,159,1,RESIST_ALL_ADD,6,NONE,0,NONE,0,1
