Item Index,Rank,Type,Code,Attribute,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,Name,StackNumber,StackDrop_Min,StackDrop_Max,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,Level 1 Item LV,Level 1 Melee Min Attack,Level 1 Melee Max Attack,Level 1 Magic Min Attack,Level 1 Magic Max Attack,Level 1 Defance Min,Level 1 Defance Max,Level 1 Blocking Rate,Level 1 Critical Bonus,Level 1 Str Request,Level 1 Dex Request,Level 1 Spr Request,Level 1 Appraisal Addition,Level 2 Item LV,Level 2 Melee Min Attack,Level 2 Melee Max Attack,Level 2 Magic Min Attack,Level 2 Magic Max Attack,Level 2 Defance Min,Level 2 Defance Max,Level 2 Blocking Rate,Level 2 Critical Bonus,Level 2 Str Request,Level 2 Dex Request,Level 2 Spr Request,Level 2 Appraisal Addition,Level 3 Item LV,Level 3 Melee Min Attack,Level 3 Melee Max Attack,Level 3 Magic Min Attack,Level 3 Magic Max Attack,Level 3 Defance Min,Level 3 Defance Max,Level 3 Blocking Rate,Level 3 Critical Bonus,Level 3 Str Request,Level 3 Dex Request,Level 3 Spr Request,Level 3 Appraisal Addition,Level 4 Item LV,Level 4 Melee Min Attack,Level 4 Melee Max Attack,Level 4 Magic Min Attack,Level 4 Magic Max Attack,Level 4 Defance Min,Level 4 Defance Max,Level 4 Blocking Rate,Level 4 Critical Bonus,Level 4 Str Request,Level 4 Dex Request,Level 4 Spr Request,Level 4 Appraisal Addition,Level 5 Item LV,Level 5 Melee Min Attack,Level 5 Melee Max Attack,Level 5 Magic Min Attack,Level 5 Magic Max Attack,Level 5 Defance Min,Level 5 Defance Max,Level 5 Blocking Rate,Level 5 Critical Bonus,Level 5 Str Request,Level 5 Dex Request,Level 5 Spr Request,Level 5 Appraisal Addition,Level 6 Item LV,Level 6 Melee Min Attack,Level 6 Melee Max Attack,Level 6 Magic Min Attack,Level 6 Magic Max Attack,Level 6 Defance Min,Level 6 Defance Max,Level 6 Blocking Rate,Level 6 Critical Bonus,Level 6 Str Request,Level 6 Dex Request,Level 6 Spr Request,Level 6 Appraisal Addition,Level 7 Item LV,Level 7 Melee Min Attack,Level 7 Melee Max Attack,Level 7 Magic Min Attack,Level 7 Magic Max Attack,Level 7 Defance Min,Level 7 Defance Max,Level 7 Blocking Rate,Level 7 Critical Bonus,Level 7 Str Request,Level 7 Dex Request,Level 7 Spr Request,Level 7 Appraisal Addition,Level 8 Item LV,Level 8 Melee Min Attack,Level 8 Melee Max Attack,Level 8 Magic Min Attack,Level 8 Magic Max Attack,Level 8 Defance Min,Level 8 Defance Max,Level 8 Blocking Rate,Level 8 Critical Bonus,Level 8 Str Request,Level 8 Dex Request,Level 8 Spr Request,Level 8 Appraisal Addition,Level 9 Item LV,Level 9 Melee Min Attack,Level 9 Melee Max Attack,Level 9 Magic Min Attack,Level 9 Magic Max Attack,Level 9 Defance Min,Level 9 Defance Max,Level 9 Blocking Rate,Level 9 Critical Bonus,Level 9 Str Request,Level 9 Dex Request,Level 9 Spr Request,Level 9 Appraisal Addition
31,0,5,2,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,64,8000,2,2,¾ÆÄþ¶ó ÆÒÃ÷,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,91,59,0,0,1,0,0,0,0,0,64,0,0,91,59,0,0,2,0,0,0,0,0,64,0,0,91,59,0,0,3,0,0,0,0,0,64,0,0,91,59,0,0,4,0,0,0,0,0,64,0,0,91,59,0,0,5,0,0,0,0,0,64,0,0,91,59,0,0,6,0,0,0,0,0,64,0,0,91,59,0,0,7,0,0,0,0,0,64,0,0,91,59,0,0,8,0,0,0,0,0,64,0,0,91,59,0,0,9,0,0,0,0,0,64,0,0,91,59,0,0
51,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,4,11,2,2,¹ß·Î ±Û·¯ºê,0,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,0,0,1,0,0,0,0,0,2,0,0,7,5,0,0,2,0,0,0,0,0,2,0,0,7,5,0,0,3,0,0,0,0,0,2,0,0,7,5,0,0,4,0,0,0,0,0,2,0,0,7,5,0,0,5,0,0,0,0,0,2,0,0,7,5,0,0,6,0,0,0,0,0,2,0,0,7,5,0,0,7,0,0,0,0,0,2,0,0,7,5,0,0,8,0,0,0,0,0,2,0,0,7,5,0,0,9,0,0,0,0,0,2,0,0,7,5,0,0
52,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,16,57,2,2,°¡µð¾ð ±Û·¯ºê,0,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,16,0,0,1,0,0,0,0,0,6,0,0,24,16,0,0,2,0,0,0,0,0,6,0,0,24,16,0,0,3,0,0,0,0,0,6,0,0,24,16,0,0,4,0,0,0,0,0,6,0,0,24,16,0,0,5,0,0,0,0,0,6,0,0,24,16,0,0,6,0,0,0,0,0,6,0,0,24,16,0,0,7,0,0,0,0,0,6,0,0,24,16,0,0,8,0,0,0,0,0,6,0,0,24,16,0,0,9,0,0,0,0,0,6,0,0,24,16,0,0
53,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,29,400,2,2,½ã´õ ±Û·¯ºê,0,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,42,28,0,0,1,0,0,0,0,0,10,0,0,42,28,0,0,2,0,0,0,0,0,10,0,0,42,28,0,0,3,0,0,0,0,0,10,0,0,42,28,0,0,4,0,0,0,0,0,10,0,0,42,28,0,0,5,0,0,0,0,0,10,0,0,42,28,0,0,6,0,0,0,0,0,10,0,0,42,28,0,0,7,0,0,0,0,0,10,0,0,42,28,0,0,8,0,0,0,0,0,10,0,0,42,28,0,0,9,0,0,0,0,0,10,0,0,42,28,0,0
54,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,42,1538,2,2,Å¸ÀÌÅº ±Û·¯ºê,0,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,61,40,0,0,1,0,0,0,0,0,15,0,0,61,40,0,0,2,0,0,0,0,0,15,0,0,61,40,0,0,3,0,0,0,0,0,15,0,0,61,40,0,0,4,0,0,0,0,0,15,0,0,61,40,0,0,5,0,0,0,0,0,15,0,0,61,40,0,0,6,0,0,0,0,0,15,0,0,61,40,0,0,7,0,0,0,0,0,15,0,0,61,40,0,0,8,0,0,0,0,0,15,0,0,61,40,0,0,9,0,0,0,0,0,15,0,0,61,40,0,0
55,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,54,3902,2,2,·¹µð¾ð½º ±Û·¯ºê,0,1,1,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,77,50,0,0,1,0,0,0,0,0,19,0,0,77,50,0,0,2,0,0,0,0,0,19,0,0,77,50,0,0,3,0,0,0,0,0,19,0,0,77,50,0,0,4,0,0,0,0,0,19,0,0,77,50,0,0,5,0,0,0,0,0,19,0,0,77,50,0,0,6,0,0,0,0,0,19,0,0,77,50,0,0,7,0,0,0,0,0,19,0,0,77,50,0,0,8,0,0,0,0,0,19,0,0,77,50,0,0,9,0,0,0,0,0,19,0,0,77,50,0,0
56,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,66,4000,2,2,¾ÆÄþ¶ó ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,94,61,0,0,1,0,0,0,0,0,23,0,0,94,61,0,0,2,0,0,0,0,0,23,0,0,94,61,0,0,3,0,0,0,0,0,23,0,0,94,61,0,0,4,0,0,0,0,0,23,0,0,94,61,0,0,5,0,0,0,0,0,23,0,0,94,61,0,0,6,0,0,0,0,0,23,0,0,94,61,0,0,7,0,0,0,0,0,23,0,0,94,61,0,0,8,0,0,0,0,0,23,0,0,94,61,0,0,9,0,0,0,0,0,23,0,0,94,61,0,0
70,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,4,17,2,2,¹ß·Î ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,0,0,1,0,0,0,0,0,2,0,0,7,5,0,0,2,0,0,0,0,0,2,0,0,7,5,0,0,3,0,0,0,0,0,2,0,0,7,5,0,0,4,0,0,0,0,0,2,0,0,7,5,0,0,5,0,0,0,0,0,2,0,0,7,5,0,0,6,0,0,0,0,0,2,0,0,7,5,0,0,7,0,0,0,0,0,2,0,0,7,5,0,0,8,0,0,0,0,0,2,0,0,7,5,0,0,9,0,0,0,0,0,2,0,0,7,5,0,0
71,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,16,113,2,2,°¡µð¾ð ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,16,0,0,1,0,0,0,0,0,6,0,0,24,16,0,0,2,0,0,0,0,0,6,0,0,24,16,0,0,3,0,0,0,0,0,6,0,0,24,16,0,0,4,0,0,0,0,0,6,0,0,24,16,0,0,5,0,0,0,0,0,6,0,0,24,16,0,0,6,0,0,0,0,0,6,0,0,24,16,0,0,7,0,0,0,0,0,6,0,0,24,16,0,0,8,0,0,0,0,0,6,0,0,24,16,0,0,9,0,0,0,0,0,6,0,0,24,16,0,0
72,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,29,828,2,2,½ã´õ ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,42,28,0,0,1,0,0,0,0,0,10,0,0,42,28,0,0,2,0,0,0,0,0,10,0,0,42,28,0,0,3,0,0,0,0,0,10,0,0,42,28,0,0,4,0,0,0,0,0,10,0,0,42,28,0,0,5,0,0,0,0,0,10,0,0,42,28,0,0,6,0,0,0,0,0,10,0,0,42,28,0,0,7,0,0,0,0,0,10,0,0,42,28,0,0,8,0,0,0,0,0,10,0,0,42,28,0,0,9,0,0,0,0,0,10,0,0,42,28,0,0
73,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,42,3198,2,2,Å¸ÀÌÅº ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,61,40,0,0,1,0,0,0,0,0,15,0,0,61,40,0,0,2,0,0,0,0,0,15,0,0,61,40,0,0,3,0,0,0,0,0,15,0,0,61,40,0,0,4,0,0,0,0,0,15,0,0,61,40,0,0,5,0,0,0,0,0,15,0,0,61,40,0,0,6,0,0,0,0,0,15,0,0,61,40,0,0,7,0,0,0,0,0,15,0,0,61,40,0,0,8,0,0,0,0,0,15,0,0,61,40,0,0,9,0,0,0,0,0,15,0,0,61,40,0,0
74,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,54,8000,2,2,·¹µð¾ð½º ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,77,50,0,0,1,0,0,0,0,0,19,0,0,77,50,0,0,2,0,0,0,0,0,19,0,0,77,50,0,0,3,0,0,0,0,0,19,0,0,77,50,0,0,4,0,0,0,0,0,19,0,0,77,50,0,0,5,0,0,0,0,0,19,0,0,77,50,0,0,6,0,0,0,0,0,19,0,0,77,50,0,0,7,0,0,0,0,0,19,0,0,77,50,0,0,8,0,0,0,0,0,19,0,0,77,50,0,0,9,0,0,0,0,0,19,0,0,77,50,0,0
75,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,66,8000,2,2,¾ÆÄþ¶ó ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,94,61,0,0,1,0,0,0,0,0,23,0,0,94,61,0,0,2,0,0,0,0,0,23,0,0,94,61,0,0,3,0,0,0,0,0,23,0,0,94,61,0,0,4,0,0,0,0,0,23,0,0,94,61,0,0,5,0,0,0,0,0,23,0,0,94,61,0,0,6,0,0,0,0,0,23,0,0,94,61,0,0,7,0,0,0,0,0,23,0,0,94,61,0,0,8,0,0,0,0,0,23,0,0,94,61,0,0,9,0,0,0,0,0,23,0,0,94,61,0,0
76,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,4,17,2,2,¹ß·Î ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,5,0,0,1,0,0,0,0,0,2,0,0,7,5,0,0,2,0,0,0,0,0,2,0,0,7,5,0,0,3,0,0,0,0,0,2,0,0,7,5,0,0,4,0,0,0,0,0,2,0,0,7,5,0,0,5,0,0,0,0,0,2,0,0,7,5,0,0,6,0,0,0,0,0,2,0,0,7,5,0,0,7,0,0,0,0,0,2,0,0,7,5,0,0,8,0,0,0,0,0,2,0,0,7,5,0,0,9,0,0,0,0,0,2,0,0,7,5,0,0
77,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,16,113,2,2,°¡µð¾ð ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,24,16,0,0,1,0,0,0,0,0,6,0,0,24,16,0,0,2,0,0,0,0,0,6,0,0,24,16,0,0,3,0,0,0,0,0,6,0,0,24,16,0,0,4,0,0,0,0,0,6,0,0,24,16,0,0,5,0,0,0,0,0,6,0,0,24,16,0,0,6,0,0,0,0,0,6,0,0,24,16,0,0,7,0,0,0,0,0,6,0,0,24,16,0,0,8,0,0,0,0,0,6,0,0,24,16,0,0,9,0,0,0,0,0,6,0,0,24,16,0,0
78,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,29,828,2,2,½ã´õ ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,42,28,0,0,1,0,0,0,0,0,10,0,0,42,28,0,0,2,0,0,0,0,0,10,0,0,42,28,0,0,3,0,0,0,0,0,10,0,0,42,28,0,0,4,0,0,0,0,0,10,0,0,42,28,0,0,5,0,0,0,0,0,10,0,0,42,28,0,0,6,0,0,0,0,0,10,0,0,42,28,0,0,7,0,0,0,0,0,10,0,0,42,28,0,0,8,0,0,0,0,0,10,0,0,42,28,0,0,9,0,0,0,0,0,10,0,0,42,28,0,0
79,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,42,3198,2,2,Å¸ÀÌÅº ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,61,40,0,0,1,0,0,0,0,0,15,0,0,61,40,0,0,2,0,0,0,0,0,15,0,0,61,40,0,0,3,0,0,0,0,0,15,0,0,61,40,0,0,4,0,0,0,0,0,15,0,0,61,40,0,0,5,0,0,0,0,0,15,0,0,61,40,0,0,6,0,0,0,0,0,15,0,0,61,40,0,0,7,0,0,0,0,0,15,0,0,61,40,0,0,8,0,0,0,0,0,15,0,0,61,40,0,0,9,0,0,0,0,0,15,0,0,61,40,0,0
80,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,54,8000,2,2,·¹µð¾ð½º ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,77,50,0,0,1,0,0,0,0,0,19,0,0,77,50,0,0,2,0,0,0,0,0,19,0,0,77,50,0,0,3,0,0,0,0,0,19,0,0,77,50,0,0,4,0,0,0,0,0,19,0,0,77,50,0,0,5,0,0,0,0,0,19,0,0,77,50,0,0,6,0,0,0,0,0,19,0,0,77,50,0,0,7,0,0,0,0,0,19,0,0,77,50,0,0,8,0,0,0,0,0,19,0,0,77,50,0,0,9,0,0,0,0,0,19,0,0,77,50,0,0
81,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,66,8000,2,2,¾ÆÄþ¶ó ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,94,61,0,0,1,0,0,0,0,0,23,0,0,94,61,0,0,2,0,0,0,0,0,23,0,0,94,61,0,0,3,0,0,0,0,0,23,0,0,94,61,0,0,4,0,0,0,0,0,23,0,0,94,61,0,0,5,0,0,0,0,0,23,0,0,94,61,0,0,6,0,0,0,0,0,23,0,0,94,61,0,0,7,0,0,0,0,0,23,0,0,94,61,0,0,8,0,0,0,0,0,23,0,0,94,61,0,0,9,0,0,0,0,0,23,0,0,94,61,0,0
82,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,57,4400,2,2,µ¥½ºÆ¼´Ï ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,87,57,0,0,1,0,0,0,0,0,20,0,0,87,57,0,0,2,0,0,0,0,0,20,0,0,87,57,0,0,3,0,0,0,0,0,20,0,0,87,57,0,0,4,0,0,0,0,0,20,0,0,87,57,0,0,5,0,0,0,0,0,20,0,0,87,57,0,0,6,0,0,0,0,0,20,0,0,87,57,0,0,7,0,0,0,0,0,20,0,0,87,57,0,0,8,0,0,0,0,0,20,0,0,87,57,0,0,9,0,0,0,0,0,20,0,0,87,57,0,0
83,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,45,2180,2,2,ºòÅÍ ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,69,45,0,0,1,0,0,0,0,0,16,0,0,69,45,0,0,2,0,0,0,0,0,16,0,0,69,45,0,0,3,0,0,0,0,0,16,0,0,69,45,0,0,4,0,0,0,0,0,16,0,0,69,45,0,0,5,0,0,0,0,0,16,0,0,69,45,0,0,6,0,0,0,0,0,16,0,0,69,45,0,0,7,0,0,0,0,0,16,0,0,69,45,0,0,8,0,0,0,0,0,16,0,0,69,45,0,0,9,0,0,0,0,0,16,0,0,69,45,0,0
84,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,34,780,2,2,·ç³ªÈ£Å© ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,52,34,0,0,1,0,0,0,0,0,12,0,0,52,34,0,0,2,0,0,0,0,0,12,0,0,52,34,0,0,3,0,0,0,0,0,12,0,0,52,34,0,0,4,0,0,0,0,0,12,0,0,52,34,0,0,5,0,0,0,0,0,12,0,0,52,34,0,0,6,0,0,0,0,0,12,0,0,52,34,0,0,7,0,0,0,0,0,12,0,0,52,34,0,0,8,0,0,0,0,0,12,0,0,52,34,0,0,9,0,0,0,0,0,12,0,0,52,34,0,0
85,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,23,200,2,2,Á¦ÀÌµå ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,35,23,0,0,1,0,0,0,0,0,8,0,0,35,23,0,0,2,0,0,0,0,0,8,0,0,35,23,0,0,3,0,0,0,0,0,8,0,0,35,23,0,0,4,0,0,0,0,0,8,0,0,35,23,0,0,5,0,0,0,0,0,8,0,0,35,23,0,0,6,0,0,0,0,0,8,0,0,35,23,0,0,7,0,0,0,0,0,8,0,0,35,23,0,0,8,0,0,0,0,0,8,0,0,35,23,0,0,9,0,0,0,0,0,8,0,0,35,23,0,0
86,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,57,4400,2,2,µ¥½ºÆ¼´Ï ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,87,57,0,0,1,0,0,0,0,0,20,0,0,87,57,0,0,2,0,0,0,0,0,20,0,0,87,57,0,0,3,0,0,0,0,0,20,0,0,87,57,0,0,4,0,0,0,0,0,20,0,0,87,57,0,0,5,0,0,0,0,0,20,0,0,87,57,0,0,6,0,0,0,0,0,20,0,0,87,57,0,0,7,0,0,0,0,0,20,0,0,87,57,0,0,8,0,0,0,0,0,20,0,0,87,57,0,0,9,0,0,0,0,0,20,0,0,87,57,0,0
87,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,45,2180,2,2,ºòÅÍ ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,69,45,0,0,1,0,0,0,0,0,16,0,0,69,45,0,0,2,0,0,0,0,0,16,0,0,69,45,0,0,3,0,0,0,0,0,16,0,0,69,45,0,0,4,0,0,0,0,0,16,0,0,69,45,0,0,5,0,0,0,0,0,16,0,0,69,45,0,0,6,0,0,0,0,0,16,0,0,69,45,0,0,7,0,0,0,0,0,16,0,0,69,45,0,0,8,0,0,0,0,0,16,0,0,69,45,0,0,9,0,0,0,0,0,16,0,0,69,45,0,0
88,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,34,780,2,2,·ç³ªÈ£Å© ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,52,34,0,0,1,0,0,0,0,0,12,0,0,52,34,0,0,2,0,0,0,0,0,12,0,0,52,34,0,0,3,0,0,0,0,0,12,0,0,52,34,0,0,4,0,0,0,0,0,12,0,0,52,34,0,0,5,0,0,0,0,0,12,0,0,52,34,0,0,6,0,0,0,0,0,12,0,0,52,34,0,0,7,0,0,0,0,0,12,0,0,52,34,0,0,8,0,0,0,0,0,12,0,0,52,34,0,0,9,0,0,0,0,0,12,0,0,52,34,0,0
89,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,23,200,2,2,Á¦ÀÌµå ±Û·¯ºê,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,35,23,0,0,1,0,0,0,0,0,8,0,0,35,23,0,0,2,0,0,0,0,0,8,0,0,35,23,0,0,3,0,0,0,0,0,8,0,0,35,23,0,0,4,0,0,0,0,0,8,0,0,35,23,0,0,5,0,0,0,0,0,8,0,0,35,23,0,0,6,0,0,0,0,0,8,0,0,35,23,0,0,7,0,0,0,0,0,8,0,0,35,23,0,0,8,0,0,0,0,0,8,0,0,35,23,0,0,9,0,0,0,0,0,8,0,0,35,23,0,0
97,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,57,4400,2,2,µ¥½ºÆ¼´Ï ±Û·¯ºê,0,1,1,1,1,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,87,57,0,0,1,0,0,0,0,0,20,0,0,87,57,0,0,2,0,0,0,0,0,20,0,0,87,57,0,0,3,0,0,0,0,0,20,0,0,87,57,0,0,4,0,0,0,0,0,20,0,0,87,57,0,0,5,0,0,0,0,0,20,0,0,87,57,0,0,6,0,0,0,0,0,20,0,0,87,57,0,0,7,0,0,0,0,0,20,0,0,87,57,0,0,8,0,0,0,0,0,20,0,0,87,57,0,0,9,0,0,0,0,0,20,0,0,87,57,0,0
98,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,45,2180,2,2,ºòÅÍ ±Û·¯ºê,0,1,1,1,1,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,69,45,0,0,1,0,0,0,0,0,16,0,0,69,45,0,0,2,0,0,0,0,0,16,0,0,69,45,0,0,3,0,0,0,0,0,16,0,0,69,45,0,0,4,0,0,0,0,0,16,0,0,69,45,0,0,5,0,0,0,0,0,16,0,0,69,45,0,0,6,0,0,0,0,0,16,0,0,69,45,0,0,7,0,0,0,0,0,16,0,0,69,45,0,0,8,0,0,0,0,0,16,0,0,69,45,0,0,9,0,0,0,0,0,16,0,0,69,45,0,0
99,0,5,4,0,27,1000-0000-0000-0000-0000-0000-0000-0000,1,0,1,34,780,2,2,·ç³ªÈ£Å© ±Û·¯ºê,0,1,1,1,1,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,52,34,0,0,1,0,0,0,0,0,12,0,0,52,34,0,0,2,0,0,0,0,0,12,0,0,52,34,0,0,3,0,0,0,0,0,12,0,0,52,34,0,0,4,0,0,0,0,0,12,0,0,52,34,0,0,5,0,0,0,0,0,12,0,0,52,34,0,0,6,0,0,0,0,0,12,0,0,52,34,0,0,7,0,0,0,0,0,12,0,0,52,34,0,0,8,0,0,0,0,0,12,0,0,52,34,0,0,9,0,0,0,0,0,12,0,0,52,34,0,0
