옵션레벨오,옵션 인덱스,타입,타입 설명,최소값,최대값
2134,1149,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2134,1150,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2134,1151,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,31,44
2134,1152,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2134,1153,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,31,44
2134,1154,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2134,1155,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,31,44
2134,1156,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2134,1157,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,25,35
2134,1158,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2135,1159,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2135,1160,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2135,1161,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,45,61
2135,1162,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2135,1163,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,45,61
2135,1164,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2135,1165,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,45,61
2135,1166,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2135,1167,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,36,49
2135,1168,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2136,1169,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2136,1170,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2136,1171,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,61,71
2136,1172,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2136,1173,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,61,71
2136,1174,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2136,1175,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,61,71
2136,1176,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2136,1177,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,49,57
2136,1178,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2137,1179,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2137,1180,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2137,1181,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,72,79
2137,1182,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2137,1183,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,72,79
2137,1184,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2137,1185,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,72,79
2137,1186,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2137,1187,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2137,1188,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2138,1189,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2138,1190,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2138,1191,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,80,87
2138,1192,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2138,1193,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,80,87
2138,1194,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2138,1195,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,80,87
2138,1196,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2138,1197,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,67
2138,1198,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2139,1199,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2139,1200,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2139,1201,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,88,95
2139,1202,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2139,1203,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,88,95
2139,1204,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2139,1205,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,88,95
2139,1206,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2139,1207,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,67,72
2139,1208,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2140,1209,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2140,1210,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2140,1211,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,98,103
2140,1212,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2140,1213,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,98,103
2140,1214,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2140,1215,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,98,103
2140,1216,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2140,1217,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,72,77
2140,1218,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2141,1219,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2141,1220,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2141,1221,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,103,111
2141,1222,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2141,1223,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,103,111
2141,1224,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2141,1225,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,103,111
2141,1226,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2141,1227,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,77,82
2141,1228,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2142,1229,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2142,1230,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2142,1231,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,3,14
2142,1232,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2142,1233,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,3,14
2142,1234,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2142,1235,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,3,14
2142,1236,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2142,1237,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,11
2142,1238,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2143,1239,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2143,1240,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2143,1241,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,15,31
2143,1242,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2143,1243,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,15,31
2143,1244,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2143,1245,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,15,31
2143,1246,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2143,1247,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,11,25
2143,1248,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2144,1249,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2144,1250,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2144,1251,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,31,44
2144,1252,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2144,1253,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,31,44
2144,1254,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2144,1255,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,31,44
2144,1256,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2144,1257,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,25,35
2144,1258,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2145,1259,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2145,1260,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2145,1261,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,45,61
2145,1262,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2145,1263,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,45,61
2145,1264,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2145,1265,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,45,61
2145,1266,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2145,1267,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,36,49
2145,1268,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2146,1269,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2146,1270,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2146,1271,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,61,71
2146,1272,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2146,1273,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,61,71
2146,1274,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2146,1275,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,61,71
2146,1276,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2146,1277,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,49,57
2146,1278,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2147,1279,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2147,1280,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2147,1281,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,72,79
2147,1282,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2147,1283,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,72,79
2147,1284,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2147,1285,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,72,79
2147,1286,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2147,1287,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2147,1288,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2148,1289,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2148,1290,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2148,1291,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,80,87
2148,1292,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2148,1293,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,80,87
2148,1294,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2148,1295,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,80,87
2148,1296,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2148,1297,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,67
2148,1298,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2149,1299,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2149,1300,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2149,1301,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,88,95
2149,1302,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2149,1303,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,88,95
2149,1304,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2149,1305,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,88,95
2149,1306,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2149,1307,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,67,72
2149,1308,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2150,1309,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2150,1310,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2150,1311,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,98,103
2150,1312,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2150,1313,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,98,103
2150,1314,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2150,1315,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,98,103
2150,1316,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2150,1317,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,72,77
2150,1318,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2151,1319,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2151,1320,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2151,1321,DAMAGEADD_FIRE_ADD,파이어 공격력 + 증가,103,111
2151,1322,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2151,1323,DAMAGEADD_LIGHTNING_ADD,라이트닝 공격력 + 증가,103,111
2151,1324,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2151,1325,DAMAGEADD_CURSE_ADD,커즈 공격력 + 증가,103,111
2151,1326,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2151,1327,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,77,82
2151,1328,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2152,1329,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2152,1330,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2152,1331,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2152,1332,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2152,1333,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2152,1334,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,2,10
2152,1335,DAMAGE_MINPHYSICAL_ADD,공격력 증가,2,11
2152,1336,SPEED_ATTACK_MUL,공격속도 증가,1,1
2152,1337,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2152,1338,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2153,1339,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2153,1340,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2153,1341,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2153,1342,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2153,1343,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2153,1344,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,22
2153,1345,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,25
2153,1346,SPEED_ATTACK_MUL,공격속도 증가,1,1
2153,1347,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2153,1348,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2154,1349,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2154,1350,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2154,1351,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2154,1352,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2154,1353,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2154,1354,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,22,31
2154,1355,DAMAGE_MINPHYSICAL_ADD,공격력 증가,25,35
2154,1356,SPEED_ATTACK_MUL,공격속도 증가,1,1
2154,1357,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2154,1358,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2155,1359,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2155,1360,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2155,1361,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2155,1362,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2155,1363,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2155,1364,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,32,43
2155,1365,DAMAGE_MINPHYSICAL_ADD,공격력 증가,36,49
2155,1366,SPEED_ATTACK_MUL,공격속도 증가,1,1
2155,1367,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2155,1368,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2156,1369,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2156,1370,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2156,1371,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2156,1372,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2156,1373,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2156,1374,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,44,51
2156,1375,DAMAGE_MINPHYSICAL_ADD,공격력 증가,49,57
2156,1376,SPEED_ATTACK_MUL,공격속도 증가,1,1
2156,1377,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2156,1378,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2157,1379,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2157,1380,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2157,1381,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2157,1382,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2157,1383,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2157,1384,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,51,56
2157,1385,DAMAGE_MINPHYSICAL_ADD,공격력 증가,57,62
2157,1386,SPEED_ATTACK_MUL,공격속도 증가,1,1
2157,1387,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2157,1388,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2158,1389,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2158,1390,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2158,1391,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2158,1392,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2158,1393,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2158,1394,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,57,62
2158,1395,DAMAGE_MINPHYSICAL_ADD,공격력 증가,62,67
2158,1396,SPEED_ATTACK_MUL,공격속도 증가,1,1
2158,1397,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2158,1398,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2159,1399,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2159,1400,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2159,1401,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2159,1402,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2159,1403,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2159,1404,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,62,68
2159,1405,DAMAGE_MINPHYSICAL_ADD,공격력 증가,67,72
2159,1406,SPEED_ATTACK_MUL,공격속도 증가,1,1
2159,1407,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2159,1408,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2160,1409,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2160,1410,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2160,1411,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2160,1412,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2160,1413,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2160,1414,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,68,73
2160,1415,DAMAGE_MINPHYSICAL_ADD,공격력 증가,72,77
2160,1416,SPEED_ATTACK_MUL,공격속도 증가,1,1
2160,1417,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2160,1418,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2161,1419,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2161,1420,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2161,1421,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2161,1422,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2161,1423,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2161,1424,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,74,79
2161,1425,DAMAGE_MINPHYSICAL_ADD,공격력 증가,77,82
2161,1426,SPEED_ATTACK_MUL,공격속도 증가,1,1
2161,1427,RATING_CRITICAL_ADD,크리티컬 성공률 증가,1,1
2161,1428,RATING_BLOCKING_ADD,블록킹 성공률 증가,1,1
2162,1429,DAMAGE_MINPHYSICAL_ADD,공격력 증가,1,3
2162,1430,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,1,3
2162,1431,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2162,1432,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2162,1433,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2162,1434,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2162,1435,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2162,1436,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,1,3
2163,1437,DAMAGE_MINPHYSICAL_ADD,공격력 증가,3,7
2163,1438,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,3,6
2163,1439,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2163,1440,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2163,1441,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2163,1442,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2163,1443,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2163,1444,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,3,6
2164,1445,DAMAGE_MINPHYSICAL_ADD,공격력 증가,8,11
2164,1446,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,7,9
2164,1447,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2164,1448,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2164,1449,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2164,1450,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2164,1451,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2164,1452,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,7,9
2165,1453,DAMAGE_MINPHYSICAL_ADD,공격력 증가,11,15
2165,1454,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,13
2165,1455,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2165,1456,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2165,1457,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2165,1458,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2165,1459,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2165,1460,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,10,13
2166,1461,DAMAGE_MINPHYSICAL_ADD,공격력 증가,15,18
2166,1462,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,13,16
2166,1463,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2166,1464,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2166,1465,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2166,1466,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2166,1467,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2166,1468,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,13,16
2167,1469,DAMAGE_MINPHYSICAL_ADD,공격력 증가,18,19
2167,1470,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,16,17
2167,1471,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2167,1472,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2167,1473,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2167,1474,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2167,1475,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2167,1476,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,16,17
2168,1477,DAMAGE_MINPHYSICAL_ADD,공격력 증가,19,21
2168,1478,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,17,19
2168,1479,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2168,1480,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2168,1481,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2168,1482,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2168,1483,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2168,1484,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,17,19
2169,1485,DAMAGE_MINPHYSICAL_ADD,공격력 증가,21,22
2169,1486,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,19,21
2169,1487,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2169,1488,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2169,1489,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
2169,1490,DAMAGERATE_POISON_ADD,포이즌 공격력 % 증가,1,1
2169,1491,DAMAGERATE_CURSE_ADD,커즈 공격력 % 증가,1,1
2169,1492,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,19,21
2170,1493,DAMAGE_MINPHYSICAL_ADD,공격력 증가,22,24
2170,1494,DAMAGE_MINMAGICAL_ADD,마법 공격력 증가,21,23
2170,1495,DAMAGERATE_FIRE_ADD,파이어 공격력 % 증가,1,1
2170,1496,DAMAGERATE_ICE_ADD,아이스 공격력 % 증가,1,1
2170,1497,DAMAGERATE_LIGHTNING_ADD,라이트닝 공격력 % 증가,1,1
