2006-07-04 13:53,Name,Rank,Type,Code,Attribute,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,5229,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex
64556,트라일 퍼플링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,90,304147,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64557,님프 골드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,100,455630,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64558,님프 인디고링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,100,455630,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64559,님프 레드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,100,455630,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64560,님프 블루링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,100,455630,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64561,님프 스카이링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,100,455630,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64562,님프 그린링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,100,455630,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64563,님프 퍼플링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,100,455630,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64564,어비스 골드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,110,657696,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64565,어비스 인디고링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,110,657696,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64566,어비스 레드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,110,657696,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64567,어비스 블루링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,110,657696,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64568,어비스 스카이링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,110,657696,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64569,어비스 그린링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,110,657696,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64570,어비스 퍼플링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,110,657696,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64571,타이푼 골드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,120,920520,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64572,타이푼 인디고링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,120,920520,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64573,타이푼 레드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,120,920520,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64574,타이푼 블루링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,120,920520,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64575,타이푼 스카이링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,120,920520,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64576,타이푼 그린링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,120,920520,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64577,타이푼 퍼플링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,120,920520,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64578,키스메트 골드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,130,1255207,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64579,키스메트 인디고링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,130,1255207,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64580,키스메트 레드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,130,1255207,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64581,키스메트 블루링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,130,1255207,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64582,키스메트 스카이링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,130,1255207,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64583,키스메트 그린링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,130,1255207,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64584,키스메트 퍼플링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,130,1255207,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64585,미라 골드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,140,1673802,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64586,미라 인디고링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,140,1673802,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64587,미라 레드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,140,1673802,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64588,미라 블루링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,140,1673802,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64589,미라 스카이링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,140,1673802,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64590,미라 그린링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,140,1673802,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64591,미라 퍼플링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,140,1673802,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64592,아르카나 골드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,150,2189277,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64593,아르카나 인디고링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,150,2189277,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64594,아르카나 레드링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,150,2189277,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64595,아르카나 블루링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,150,2189277,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64596,아르카나 스카이링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,150,2189277,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64597,아르카나 그린링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,150,2189277,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64598,아르카나 퍼플링,0,2,3,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,150,2189277,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64599,데카론 링,0,2,5,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,0,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,120,16,120,24,3,25,3,26,3,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64600,흑룡의 반지,0,2,5,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,0,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,200,16,200,51,4,50,4,72,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64000,엔젤 골드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,1,36,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64001,엔젤 레드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,1,36,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64002,엔젤 블루넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,1,36,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64003,엔젤 스카이넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,1,36,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64004,엔젤 그린넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,1,36,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64005,엔젤 퍼플넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,1,36,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64006,풀문 골드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,20,1977,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64007,풀문 레드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,20,1977,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64008,풀문 블루넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,20,1977,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64009,풀문 스카이넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,20,1977,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64010,풀문 그린넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,20,1977,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64011,풀문 퍼플넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,20,1977,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64012,글로리 골드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,40,14659,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64013,글로리 레드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,40,14659,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64014,글로리 블루넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,40,14659,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64015,글로리 스카이넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,40,14659,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64016,글로리 그린넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,40,14659,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64017,글로리 퍼플넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,40,14659,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64018,크리스탈 골드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,60,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64019,크리스탈 레드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,60,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64020,크리스탈 블루넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,60,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64021,크리스탈 스카이넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,60,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64022,크리스탈 그린넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,60,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64023,크리스탈 퍼플넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,60,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64024,오거스트 골드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,70,116893,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64025,오거스트 레드넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,70,116893,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64026,오거스트 블루넥,0,2,0,0,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,70,116893,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
