2005-11-10 17:32,Name,Rank,Type,Code,Attribute,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex
31545,µð¹ÙÀÎ ·Îµå +5,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,3339,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4845,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,143,145,145,5,195,214,233,265,0,0,4,0,15,0,63,0,31544,31546
31546,µð¹ÙÀÎ ·Îµå +6,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,3339,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4846,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,143,145,145,6,250,269,285,317,0,0,4,0,15,0,63,0,31545,31547
31547,µð¹ÙÀÎ ·Îµå +7,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,3339,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4847,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,143,145,145,7,320,339,352,384,0,0,4,0,15,0,64,0,31546,31548
31548,µð¹ÙÀÎ ·Îµå +8,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,3339,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4848,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,143,145,145,8,405,424,434,466,0,0,4,0,15,0,64,0,31547,31549
31549,µð¹ÙÀÎ ·Îµå +9,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,24,3339,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4849,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,143,145,145,9,505,524,531,563,0,0,4,0,15,0,64,0,31548,0
3026,¼­ÆæÆ® ·Îµå,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4850,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,0,95,119,159,199,0,0,4,0,18,0,77,0,0,31551
31551,¼­ÆæÆ® ·Îµå +1,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4851,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,1,105,129,166,206,0,0,4,0,18,0,77,0,3026,31552
31552,¼­ÆæÆ® ·Îµå +2,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4852,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,2,120,144,178,218,0,0,4,0,18,0,77,0,31551,31553
31553,¼­ÆæÆ® ·Îµå +3,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4853,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,3,142,166,197,237,0,0,4,0,18,0,77,0,31552,31554
31554,¼­ÆæÆ® ·Îµå +4,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4854,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,4,173,197,225,265,0,0,4,0,18,0,78,0,31553,31555
31555,¼­ÆæÆ® ·Îµå +5,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4855,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,5,215,239,264,304,0,0,4,0,18,0,78,0,31554,31556
31556,¼­ÆæÆ® ·Îµå +6,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4856,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,6,270,294,316,356,0,0,4,0,18,0,78,0,31555,31557
31557,¼­ÆæÆ® ·Îµå +7,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4857,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,7,340,364,383,423,0,0,4,0,18,0,79,0,31556,31558
31558,¼­ÆæÆ® ·Îµå +8,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4858,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,8,425,449,465,505,0,0,4,0,18,0,79,0,31557,31559
31559,¼­ÆæÆ® ·Îµå +9,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,30,5810,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4859,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,9,525,549,562,602,0,0,4,0,18,0,79,0,31558,0
3027,Æä°¡¼ö½º ·Îµå,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4860,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,0,116,145,191,239,0,0,4,0,21,0,92,0,0,31561
31561,Æä°¡¼ö½º ·Îµå +1,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4861,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,1,126,155,198,246,0,0,4,0,21,0,92,0,3027,31562
31562,Æä°¡¼ö½º ·Îµå +2,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4862,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,2,141,170,210,258,0,0,4,0,21,0,92,0,31561,31563
31563,Æä°¡¼ö½º ·Îµå +3,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4863,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,3,163,192,229,277,0,0,4,0,21,0,92,0,31562,31564
31564,Æä°¡¼ö½º ·Îµå +4,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4864,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,4,194,223,257,305,0,0,4,0,21,0,93,0,31563,31565
31565,Æä°¡¼ö½º ·Îµå +5,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4865,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,5,236,265,296,344,0,0,4,0,21,0,93,0,31564,31566
31566,Æä°¡¼ö½º ·Îµå +6,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4866,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,6,291,320,348,396,0,0,4,0,21,0,93,0,31565,31567
31567,Æä°¡¼ö½º ·Îµå +7,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4867,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,7,361,390,415,463,0,0,4,0,21,0,94,0,31566,31568
31568,Æä°¡¼ö½º ·Îµå +8,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4868,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,8,446,475,497,545,0,0,4,0,21,0,94,0,31567,31569
31569,Æä°¡¼ö½º ·Îµå +9,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,36,11065,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4869,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,143,143,144,145,146,9,546,575,594,642,0,0,4,0,21,0,94,0,31568,0
3028,ÀÌ¸ðÅ» ³ë¹Ù,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4870,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,0,137,171,225,281,0,0,4,0,24,0,107,0,0,31571
31571,ÀÌ¸ðÅ» ³ë¹Ù +1,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4871,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,1,147,181,232,288,0,0,4,0,24,0,107,0,3028,31572
31572,ÀÌ¸ðÅ» ³ë¹Ù +2,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4872,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,2,162,196,244,300,0,0,4,0,24,0,107,0,31571,31573
31573,ÀÌ¸ðÅ» ³ë¹Ù +3,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4873,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,3,184,218,263,319,0,0,4,0,24,0,107,0,31572,31574
31574,ÀÌ¸ðÅ» ³ë¹Ù +4,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4874,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,4,215,249,291,347,0,0,4,0,24,0,108,0,31573,31575
31575,ÀÌ¸ðÅ» ³ë¹Ù +5,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4875,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,5,257,291,330,386,0,0,4,0,24,0,108,0,31574,31576
31576,ÀÌ¸ðÅ» ³ë¹Ù +6,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4876,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,6,312,346,382,438,0,0,4,0,24,0,108,0,31575,31577
31577,ÀÌ¸ðÅ» ³ë¹Ù +7,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4877,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,7,382,416,449,505,0,0,4,0,24,0,109,0,31576,31578
31578,ÀÌ¸ðÅ» ³ë¹Ù +8,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4878,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,8,467,501,531,587,0,0,4,0,24,0,109,0,31577,31579
31579,ÀÌ¸ðÅ» ³ë¹Ù +9,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,19414,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4879,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,144,145,146,9,567,601,628,684,0,0,4,0,24,0,109,0,31578,0
3029,¿À¶óÅä¸®¿Â,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4880,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,0,159,199,260,325,0,0,4,0,27,0,122,0,0,31581
31581,¿À¶óÅä¸®¿Â +1,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4881,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,1,169,209,267,332,0,0,4,0,27,0,122,0,3029,31582
31582,¿À¶óÅä¸®¿Â +2,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4882,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,2,184,224,279,344,0,0,4,0,27,0,122,0,31581,31583
31583,¿À¶óÅä¸®¿Â +3,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4883,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,3,206,246,298,363,0,0,4,0,27,0,122,0,31582,31584
31584,¿À¶óÅä¸®¿Â +4,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4884,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,4,237,277,326,391,0,0,4,0,27,0,123,0,31583,31585
31585,¿À¶óÅä¸®¿Â +5,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4885,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,5,279,319,365,430,0,0,4,0,27,0,123,0,31584,31586
31586,¿À¶óÅä¸®¿Â +6,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4886,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,6,334,374,417,482,0,0,4,0,27,0,123,0,31585,31587
31587,¿À¶óÅä¸®¿Â +7,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4887,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,7,404,444,484,549,0,0,4,0,27,0,124,0,31586,31588
31588,¿À¶óÅä¸®¿Â +8,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4888,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,8,489,529,566,631,0,0,4,0,27,0,124,0,31587,31589
31589,¿À¶óÅä¸®¿Â +9,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,48,31657,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4889,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,9,589,629,663,728,0,0,4,0,27,0,124,0,31588,0
3030,´«¹ÙÀÌÆÛ,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4890,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,0,183,229,297,371,0,0,4,0,30,0,137,0,0,31591
31591,´«¹ÙÀÌÆÛ +1,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4891,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,1,193,239,304,378,0,0,4,0,30,0,137,0,3030,31592
31592,´«¹ÙÀÌÆÛ +2,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4892,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,2,208,254,316,390,0,0,4,0,30,0,137,0,31591,31593
31593,´«¹ÙÀÌÆÛ +3,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4893,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,3,230,276,335,409,0,0,4,0,30,0,137,0,31592,31594
31594,´«¹ÙÀÌÆÛ +4,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4894,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,4,261,307,363,437,0,0,4,0,30,0,138,0,31593,31595
31595,´«¹ÙÀÌÆÛ +5,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4895,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,5,303,349,402,476,0,0,4,0,30,0,138,0,31594,31596
31596,´«¹ÙÀÌÆÛ +6,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4896,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,6,358,404,454,528,0,0,4,0,30,0,138,0,31595,31597
31597,´«¹ÙÀÌÆÛ +7,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4897,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,7,428,474,521,595,0,0,4,0,30,0,139,0,31596,31598
31598,´«¹ÙÀÌÆÛ +8,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4898,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,8,513,559,603,677,0,0,4,0,30,0,139,0,31597,31599
31599,´«¹ÙÀÌÆÛ +9,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,48985,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4899,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,9,613,659,700,774,0,0,4,0,30,0,139,0,31598,0
3031,À¯±×µå¶ó½Ç,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4900,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,0,207,259,335,419,0,0,4,0,33,0,152,0,0,31601
31601,À¯±×µå¶ó½Ç +1,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4901,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,1,217,269,342,426,0,0,4,0,33,0,152,0,3031,31602
31602,À¯±×µå¶ó½Ç +2,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4902,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,2,232,284,354,438,0,0,4,0,33,0,152,0,31601,31603
31603,À¯±×µå¶ó½Ç +3,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4903,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,3,254,306,373,457,0,0,4,0,33,0,152,0,31602,31604
31604,À¯±×µå¶ó½Ç +4,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4904,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,4,285,337,401,485,0,0,4,0,33,0,153,0,31603,31605
31605,À¯±×µå¶ó½Ç +5,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4905,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,5,327,379,440,524,0,0,4,0,33,0,153,0,31604,31606
31606,À¯±×µå¶ó½Ç +6,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4906,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,6,382,434,492,576,0,0,4,0,33,0,153,0,31605,31607
31607,À¯±×µå¶ó½Ç +7,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4907,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,7,452,504,559,643,0,0,4,0,33,0,154,0,31606,31608
31608,À¯±×µå¶ó½Ç +8,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4908,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,8,537,589,641,725,0,0,4,0,33,0,154,0,31607,31609
31609,À¯±×µå¶ó½Ç +9,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,60,72683,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4909,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,9,637,689,738,822,0,0,4,0,33,0,154,0,31608,0
3032,½¦¸®¾ÆÅ©,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,103878,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4910,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,0,232,290,375,468,0,0,4,0,36,0,167,0,0,31611
31611,½¦¸®¾ÆÅ© +1,0,4,12,0,13,0011-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,103878,1,4,0,0,1,1,0,0,15,35,50,3,2,1,4911,3,1,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,144,143,145,145,147,1,242,300,382,475,0,0,4,0,36,0,167,0,3032,31612
